1,1,1303.39,466.69,19.25999999999999,27.829999999999984,1,1,1.0
1,2,1271.49,543.58,14.299999999999955,18.59999999999991,1,1,1.0
1,3,1750.52,403.24,32.99000000000001,41.68000000000001,1,1,1.0
1,4,223.72,465.33,22.02000000000001,29.689999999999998,1,1,0.0
2,1,1305.21,466.8,19.00999999999999,27.399999999999977,1,1,1.0
2,2,1274.49,544.15,14.470000000000027,18.5,1,1,1.0
2,3,1746.62,403.66,33.590000000000146,41.47999999999996,1,1,1.0
2,4,221.0,467.16,20.860000000000014,27.319999999999993,1,1,0.0
3,1,1307.03,466.91,18.75,26.95999999999998,1,1,1.0
3,2,1277.5,544.73,14.63000000000011,18.399999999999977,1,1,1.0
3,3,1742.71,404.07,34.190000000000055,41.29000000000002,1,1,1.0
3,4,218.28,468.98,19.69999999999999,24.95999999999998,1,1,0.0
4,1,1308.86,467.03,18.49000000000001,26.52000000000004,1,1,1.0
4,2,1280.5,545.3,14.799999999999955,18.300000000000068,1,1,1.0
4,3,1738.8,404.48,34.799999999999955,41.099999999999966,1,1,1.0
4,4,215.56,470.8,18.539999999999992,22.599999999999966,1,1,0.0
5,1,1310.68,467.14,18.230000000000018,26.08000000000004,1,1,1.0
5,2,1282.4,545.54,14.599999999999909,18.340000000000032,1,1,1.0
5,3,1734.9,404.9,35.399999999999864,40.900000000000034,1,1,1.0
5,4,212.2,470.37,18.870000000000005,22.629999999999995,1,1,0.0
6,1,1312.5,467.25,17.980000000000018,25.649999999999977,1,1,1.0
6,2,1284.29,545.78,14.410000000000082,18.379999999999995,1,1,1.0
6,3,1734.29,405.2,35.1400000000001,41.120000000000005,1,1,1.0
6,4,208.85,469.93,19.180000000000007,22.670000000000016,1,1,0.0
7,1,1313.92,467.36,18.11999999999989,25.689999999999998,1,1,1.0
7,2,1286.18,546.02,14.3599999999999,18.420000000000073,1,1,1.0
7,3,1733.69,405.5,34.87999999999988,41.35000000000002,1,1,1.0
7,4,205.5,469.5,19.5,22.69999999999999,1,1,0.0
8,1,1315.34,467.47,18.269999999999982,25.72999999999996,1,1,1.0
8,2,1288.07,546.26,14.310000000000173,18.460000000000036,1,1,1.0
8,3,1733.08,405.8,34.62000000000012,41.579999999999984,1,1,1.0
8,5,0.0,259.97,32.69,69.03999999999996,1,1,1.0
8,4,202.83,469.46,19.579999999999984,22.189999999999998,1,1,0.0
